Институт: Фэи
| № |    Фамилия |    Cредний балл |    Возраст |
|685 |    Смирнов |               5 |         17 |
|686 |   Кузнецов |               5 |         17 |
|687 |   Кузнецов |               5 |         17 |
|688 |     Иванов |               5 |         17 |
|689 |   Кузнецов |               4 |         17 |
|690 |   Васильев |               4 |         17 |
|691 |     Иванов |               4 |         17 |
|692 |   Васильев |               4 |         17 |
|693 |   Кузнецов |               4 |         17 |
|694 |   Васильев |               4 |         17 |
|695 |      Попов |               4 |         17 |
|696 |   Васильев |               4 |         17 |
|697 |   Васильев |               4 |         17 |
|698 |    Смирнов |               4 |         17 |
|699 |     Иванов |               4 |         17 |
|700 |    Соколов |               4 |         17 |
|701 |   Кузнецов |               4 |         17 |
|702 |     Петров |               4 |         17 |
|703 |   Васильев |               4 |         17 |
|704 |   Кузнецов |               4 |         17 |
|705 |    Смирнов |               4 |         17 |
|706 |    Соколов |               4 |         17 |
|707 |     Петров |               4 |         17 |
|708 |    Смирнов |               4 |         17 |
|709 |   Михайлов |               4 |         17 |
|710 |    Соколов |               4 |         17 |
|711 |   Михайлов |               4 |         17 |
|712 |    Соколов |               3 |         17 |
|713 |      Попов |               3 |         17 |
|714 |   Васильев |               3 |         17 |
|715 |   Кузнецов |               3 |         17 |
|716 |      Попов |               3 |         17 |
|717 |    Смирнов |               3 |         17 |
|718 |     Иванов |               3 |         17 |
|719 |   Васильев |               3 |         17 |
|720 |     Петров |               3 |         17 |
|721 |   Кузнецов |               3 |         17 |
|722 |   Кузнецов |               3 |         17 |
|723 |    Соколов |               3 |         17 |
|724 |   Михайлов |               3 |         17 |
|725 |   Кузнецов |               3 |         17 |
|726 |   Михайлов |               3 |         17 |
|727 |     Иванов |               3 |         17 |
|728 |    Смирнов |               3 |         17 |
|729 |    Соколов |               2 |         17 |
|730 |   Михайлов |               2 |         17 |
|731 |   Михайлов |               2 |         17 |
|732 |   Васильев |               2 |         17 |
|733 |     Иванов |               2 |         17 |
|734 |      Попов |               2 |         17 |
|735 |     Петров |               2 |         17 |
|736 |     Петров |               2 |         17 |
|737 |      Попов |               2 |         17 |
|738 |   Кузнецов |               2 |         17 |
|739 |   Васильев |               2 |         17 |
|740 |   Васильев |               2 |         17 |
|741 |    Смирнов |               2 |         17 |
|742 |     Иванов |               2 |         17 |
|743 |      Попов |               2 |         17 |
|744 |      Попов |               2 |         17 |
|745 |   Васильев |               2 |         17 |
|746 |    Соколов |               2 |         17 |
|747 |   Васильев |               2 |         17 |
|748 |     Петров |               2 |         17 |
|749 |      Попов |               2 |         17 |
|750 |     Петров |               2 |         17 |
|751 |   Михайлов |               1 |         17 |
|752 |    Смирнов |               1 |         17 |
|753 |    Соколов |               1 |         17 |
|754 |    Соколов |               1 |         17 |
|755 |   Кузнецов |               1 |         17 |
|756 |    Соколов |               1 |         17 |
|757 |    Соколов |               1 |         17 |
|758 |    Соколов |               1 |         17 |
|759 |      Попов |               1 |         17 |
|760 |     Петров |               1 |         17 |
|761 |     Иванов |               1 |         17 |
|762 |      Попов |               1 |         17 |
|763 |    Соколов |               1 |         17 |
|764 |    Соколов |               1 |         17 |
|765 |      Попов |               1 |         17 |
|766 |    Смирнов |               1 |         17 |
|767 |    Соколов |               1 |         17 |
|768 |   Васильев |               1 |         17 |
|769 |     Петров |               1 |         17 |
|770 |   Кузнецов |               1 |         17 |
|771 |   Васильев |               1 |         17 |
|772 |   Васильев |               1 |         17 |
|773 |    Соколов |               1 |         17 |
|774 |     Петров |               1 |         17 |
|775 |     Петров |               1 |         17 |
|776 |     Петров |               1 |         17 |
|777 |    Соколов |               1 |         17 |
|778 |      Попов |               1 |         17 |
|779 |   Михайлов |               1 |         17 |
|780 |     Петров |               1 |         17 |
|781 |   Васильев |               6 |         16 |
|782 |   Васильев |               6 |         16 |
|783 |    Смирнов |               6 |         16 |
|784 |   Кузнецов |               6 |         16 |
|785 |   Васильев |               6 |         16 |
|786 |   Васильев |               6 |         16 |
|787 |   Кузнецов |               6 |         16 |
|788 |   Кузнецов |               6 |         16 |
|789 |    Смирнов |               6 |         16 |
|790 |   Кузнецов |               6 |         16 |
|791 |     Петров |               6 |         16 |
|792 |     Иванов |               6 |         16 |
|793 |   Васильев |               6 |         16 |
|794 |     Иванов |               6 |         16 |
|795 |   Кузнецов |               6 |         16 |
|796 |   Кузнецов |               6 |         16 |
|797 |   Кузнецов |               6 |         16 |
|798 |     Петров |               6 |         16 |
|799 |   Кузнецов |               6 |         16 |
|800 |     Иванов |               5 |         16 |
|801 |      Попов |               5 |         16 |
|802 |     Петров |               5 |         16 |
|803 |     Петров |               5 |         16 |
|804 |      Попов |               5 |         16 |
|805 |    Смирнов |               5 |         16 |
|806 |   Васильев |               5 |         16 |
|807 |    Смирнов |               5 |         16 |
|808 |    Соколов |               5 |         16 |
|809 |   Кузнецов |               5 |         16 |
|810 |      Попов |               5 |         16 |
|811 |     Петров |               5 |         16 |
|812 |   Васильев |               5 |         16 |
|813 |      Попов |               5 |         16 |
|814 |   Кузнецов |               5 |         16 |
|815 |     Иванов |               5 |         16 |
|816 |    Соколов |               4 |         16 |
|817 |     Петров |               4 |         16 |
|818 |   Васильев |               4 |         16 |
|819 |      Попов |               4 |         16 |
|820 |      Попов |               4 |         16 |
|821 |    Соколов |               4 |         16 |
|822 |    Смирнов |               4 |         16 |
|823 |    Смирнов |               4 |         16 |
|824 |      Попов |               4 |         16 |
|825 |   Михайлов |               4 |         16 |
|826 |   Васильев |               4 |         16 |
|827 |     Иванов |               4 |         16 |
|828 |     Иванов |               4 |         16 |
|829 |   Васильев |               4 |         16 |
|830 |   Кузнецов |               4 |         16 |
|831 |   Васильев |               4 |         16 |
|832 |    Соколов |               4 |         16 |
|833 |      Попов |               4 |         16 |
|834 |    Соколов |               4 |         16 |
|835 |   Кузнецов |               4 |         16 |
|836 |     Петров |               4 |         16 |
|837 |    Соколов |               4 |         16 |
|838 |   Михайлов |               4 |         16 |
|839 |   Васильев |               4 |         16 |
|840 |   Кузнецов |               4 |         16 |
|841 |   Васильев |               4 |         16 |
|842 |    Смирнов |               3 |         16 |
|843 |   Кузнецов |               3 |         16 |
|844 |   Васильев |               3 |         16 |
|845 |   Кузнецов |               3 |         16 |
|846 |     Петров |               3 |         16 |
|847 |   Васильев |               3 |         16 |
|848 |   Михайлов |               3 |         16 |
|849 |     Иванов |               3 |         16 |
|850 |     Иванов |               3 |         16 |
|851 |      Попов |               3 |         16 |
|852 |   Кузнецов |               3 |         16 |
|853 |   Михайлов |               3 |         16 |
|854 |     Иванов |               3 |         16 |
|855 |     Петров |               3 |         16 |
|856 |     Петров |               3 |         16 |
|857 |     Петров |               3 |         16 |
|858 |      Попов |               3 |         16 |
|859 |    Смирнов |               3 |         16 |
|860 |   Васильев |               3 |         16 |
|861 |     Петров |               3 |         16 |
|862 |   Васильев |               3 |         16 |
|863 |    Смирнов |               2 |         16 |
|864 |   Кузнецов |               2 |         16 |
|865 |    Соколов |               2 |         16 |
|866 |     Петров |               2 |         16 |
|867 |   Михайлов |               2 |         16 |
|868 |    Смирнов |               2 |         16 |
|869 |    Соколов |               2 |         16 |
|870 |   Васильев |               2 |         16 |
|871 |   Михайлов |               2 |         16 |
|872 |    Смирнов |               2 |         16 |
|873 |    Смирнов |               2 |         16 |
|874 |   Васильев |               2 |         16 |
|875 |     Петров |               2 |         16 |
|876 |     Иванов |               2 |         16 |
|877 |     Петров |               2 |         16 |
|878 |   Михайлов |               2 |         16 |
|879 |   Михайлов |               2 |         16 |
|880 |     Петров |               2 |         16 |
|881 |     Иванов |               1 |         16 |
|882 |   Михайлов |               1 |         16 |
|883 |   Михайлов |               1 |         16 |
|884 |     Петров |               1 |         16 |
|885 |     Иванов |               1 |         16 |
|886 |      Попов |               1 |         16 |
|887 |   Васильев |               1 |         16 |
|888 |    Смирнов |               1 |         16 |
|889 |    Соколов |               1 |         16 |
|890 |   Михайлов |               1 |         16 |
|891 |    Соколов |               1 |         16 |
|892 |    Смирнов |               1 |         16 |
|893 |   Васильев |               1 |         16 |
|894 |    Соколов |               1 |         16 |
|895 |     Иванов |               1 |         16 |
|896 |     Иванов |               1 |         16 |
|897 |     Иванов |               1 |         16 |
|898 |   Кузнецов |               1 |         16 |
|899 |      Попов |               1 |         16 |
|900 |     Иванов |               1 |         16 |
|901 |   Михайлов |               1 |         16 |
|902 |      Попов |               1 |         16 |
|903 |      Попов |               1 |         16 |
|904 |   Кузнецов |               1 |         16 |
|905 |     Петров |               1 |         16 |
|906 |    Смирнов |               6 |         15 |
|907 |    Соколов |               6 |         15 |
|908 |    Соколов |               6 |         15 |
|909 |     Иванов |               6 |         15 |
|910 |      Попов |               6 |         15 |
|911 |    Соколов |               6 |         15 |
|912 |     Иванов |               6 |         15 |
|913 |     Иванов |               6 |         15 |
|914 |    Соколов |               6 |         15 |
|915 |    Соколов |               5 |         15 |
|916 |      Попов |               5 |         15 |
|917 |   Кузнецов |               5 |         15 |
|918 |     Иванов |               5 |         15 |
|919 |   Васильев |               5 |         15 |
|920 |    Соколов |               5 |         15 |
|921 |   Васильев |               5 |         15 |
|922 |   Кузнецов |               5 |         15 |
|923 |   Васильев |               5 |         15 |
|924 |    Соколов |               5 |         15 |
|925 |    Смирнов |               4 |         15 |
|926 |     Иванов |               4 |         15 |
|927 |    Соколов |               4 |         15 |
|928 |   Михайлов |               4 |         15 |
|929 |    Соколов |               4 |         15 |
|930 |     Петров |               4 |         15 |
|931 |   Васильев |               4 |         15 |
|932 |   Кузнецов |               4 |         15 |
|933 |     Иванов |               4 |         15 |
|934 |   Васильев |               4 |         15 |
|935 |    Смирнов |               4 |         15 |
|936 |     Петров |               4 |         15 |
|937 |      Попов |               4 |         15 |
|938 |    Соколов |               4 |         15 |
|939 |    Соколов |               3 |         15 |
|940 |   Кузнецов |               3 |         15 |
|941 |    Соколов |               3 |         15 |
|942 |    Смирнов |               3 |         15 |
|943 |    Смирнов |               3 |         15 |
|944 |   Кузнецов |               3 |         15 |
|945 |   Васильев |               3 |         15 |
|946 |   Кузнецов |               3 |         15 |
|947 |   Васильев |               3 |         15 |
|948 |      Попов |               3 |         15 |
|949 |   Кузнецов |               3 |         15 |
|950 |     Петров |               3 |         15 |
|951 |     Иванов |               3 |         15 |
|952 |    Соколов |               3 |         15 |
|953 |     Иванов |               3 |         15 |
|954 |    Соколов |               3 |         15 |
|955 |    Соколов |               3 |         15 |
|956 |   Васильев |               3 |         15 |
|957 |   Васильев |               3 |         15 |
|958 |    Смирнов |               3 |         15 |
|959 |   Кузнецов |               3 |         15 |
|960 |     Петров |               3 |         15 |
|961 |     Петров |               3 |         15 |
|962 |     Петров |               3 |         15 |
|963 |      Попов |               3 |         15 |
|964 |     Петров |               3 |         15 |
|965 |     Петров |               2 |         15 |
|966 |      Попов |               2 |         15 |
|967 |      Попов |               2 |         15 |
|968 |      Попов |               2 |         15 |
|969 |     Петров |               2 |         15 |
|970 |    Смирнов |               2 |         15 |
|971 |   Васильев |               2 |         15 |
|972 |   Михайлов |               2 |         15 |
|973 |    Смирнов |               2 |         15 |
|974 |   Михайлов |               2 |         15 |
|975 |    Соколов |               2 |         15 |
|976 |   Кузнецов |               2 |         15 |
|977 |    Смирнов |               2 |         15 |
|978 |   Михайлов |               2 |         15 |
|979 |    Соколов |               2 |         15 |
|980 |     Петров |               1 |         15 |
|981 |   Васильев |               1 |         15 |
|982 |   Васильев |               1 |         15 |
|983 |      Попов |               1 |         15 |
|984 |      Попов |               1 |         15 |
|985 |   Кузнецов |               1 |         15 |
|986 |     Петров |               1 |         15 |
|987 |    Смирнов |               1 |         15 |

Институт: ИнЗем
| № |    Фамилия |    Cредний балл |    Возраст |
-------------------------------------------------
| 1 |    Смирнов |               6 |         22 |
| 2 |    Смирнов |               6 |         22 |
| 3 |     Петров |               6 |         22 |
| 4 |      Попов |               6 |         22 |
| 5 |   Васильев |               6 |         22 |
| 6 |     Иванов |               6 |         22 |
| 7 |   Михайлов |               6 |         22 |
| 8 |     Петров |               6 |         22 |
| 9 |     Иванов |               6 |         22 |
|10 |     Петров |               6 |         22 |
|11 |   Михайлов |               6 |         22 |
|12 |   Васильев |               6 |         22 |
|13 |      Попов |               6 |         22 |
|14 |     Иванов |               5 |         22 |
|15 |     Петров |               5 |         22 |
|16 |   Васильев |               5 |         22 |
|17 |     Иванов |               5 |         22 |
|18 |    Смирнов |               5 |         22 |
|19 |     Иванов |               5 |         22 |
|20 |   Васильев |               5 |         22 |
|21 |   Васильев |               5 |         22 |
|22 |   Михайлов |               5 |         22 |
|23 |    Смирнов |               5 |         22 |
|24 |    Соколов |               5 |         22 |
|25 |     Петров |               5 |         22 |
|26 |   Кузнецов |               4 |         22 |
|27 |     Петров |               4 |         22 |
|28 |      Попов |               4 |         22 |
|29 |      Попов |               4 |         22 |
|30 |    Смирнов |               4 |         22 |
|31 |   Кузнецов |               4 |         22 |
|32 |    Смирнов |               4 |         22 |
|33 |   Кузнецов |               4 |         22 |
|34 |    Соколов |               4 |         22 |
|35 |    Смирнов |               4 |         22 |
|36 |   Васильев |               3 |         22 |
|37 |    Соколов |               3 |         22 |
|38 |     Иванов |               3 |         22 |
|39 |     Петров |               3 |         22 |
|40 |   Васильев |               3 |         22 |
|41 |      Попов |               3 |         22 |
|42 |     Иванов |               3 |         22 |
|43 |    Соколов |               3 |         22 |
|44 |      Попов |               3 |         22 |
|45 |   Михайлов |               3 |         22 |
|46 |    Соколов |               2 |         22 |
|47 |      Попов |               2 |         22 |
|48 |    Соколов |               2 |         22 |
|49 |   Кузнецов |               2 |         22 |
|50 |      Попов |               2 |         22 |
|51 |   Васильев |               2 |         22 |
|52 |     Петров |               2 |         22 |
|53 |    Смирнов |               2 |         22 |
|54 |     Петров |               1 |         22 |
|55 |      Попов |               1 |         22 |
|56 |     Петров |               1 |         22 |
|57 |     Иванов |               1 |         22 |
|58 |   Кузнецов |               1 |         22 |
|59 |   Кузнецов |               1 |         22 |
|60 |   Кузнецов |               1 |         22 |
|61 |     Иванов |               1 |         22 |
|62 |    Соколов |               6 |         21 |
|63 |    Смирнов |               6 |         21 |
|64 |    Соколов |               6 |         21 |
|65 |    Смирнов |               6 |         21 |
|66 |   Васильев |               6 |         21 |
|67 |     Петров |               6 |         21 |
|68 |   Михайлов |               6 |         21 |
|69 |   Кузнецов |               6 |         21 |
|70 |      Попов |               6 |         21 |
|71 |     Иванов |               6 |         21 |
|72 |    Соколов |               6 |         21 |
|73 |   Михайлов |               6 |         21 |
|74 |     Иванов |               6 |         21 |
|75 |   Васильев |               6 |         21 |
|76 |   Кузнецов |               6 |         21 |
|77 |   Кузнецов |               6 |         21 |
|78 |      Попов |               6 |         21 |
|79 |   Михайлов |               6 |         21 |
|80 |     Иванов |               6 |         21 |
|81 |    Соколов |               6 |         21 |
|82 |   Васильев |               6 |         21 |
|83 |   Васильев |               6 |         21 |
|84 |    Соколов |               6 |         21 |
|85 |     Иванов |               6 |         21 |
|86 |   Михайлов |               6 |         21 |
|87 |   Михайлов |               6 |         21 |
|88 |     Петров |               6 |         21 |
|89 |   Кузнецов |               6 |         21 |
|90 |    Соколов |               6 |         21 |
|91 |   Васильев |               5 |         21 |
|92 |   Михайлов |               5 |         21 |
|93 |      Попов |               5 |         21 |
|94 |     Иванов |               5 |         21 |
|95 |     Иванов |               5 |         21 |
|96 |    Смирнов |               5 |         21 |
|97 |   Кузнецов |               5 |         21 |
|98 |   Васильев |               5 |         21 |
|99 |   Васильев |               5 |         21 |
|100 |      Попов |               5 |         21 |
|101 |   Михайлов |               5 |         21 |
|102 |   Кузнецов |               5 |         21 |
|103 |   Михайлов |               5 |         21 |
|104 |   Кузнецов |               5 |         21 |
|105 |   Васильев |               5 |         21 |
|106 |   Кузнецов |               5 |         21 |
|107 |   Васильев |               5 |         21 |
|108 |     Иванов |               5 |         21 |
|109 |      Попов |               5 |         21 |
|110 |    Смирнов |               5 |         21 |
|111 |    Смирнов |               5 |         21 |
|112 |      Попов |               4 |         21 |
|113 |    Соколов |               4 |         21 |
|114 |    Соколов |               4 |         21 |
|115 |    Смирнов |               4 |         21 |
|116 |   Михайлов |               4 |         21 |
|117 |     Петров |               4 |         21 |
|118 |   Кузнецов |               4 |         21 |
|119 |    Смирнов |               4 |         21 |
|120 |     Иванов |               4 |         21 |
|121 |    Смирнов |               4 |         21 |
|122 |      Попов |               4 |         21 |
|123 |   Михайлов |               4 |         21 |
|124 |    Соколов |               4 |         21 |
|125 |    Смирнов |               4 |         21 |
|126 |      Попов |               4 |         21 |
|127 |    Смирнов |               4 |         21 |
|128 |      Попов |               4 |         21 |
|129 |     Петров |               4 |         21 |
|130 |     Петров |               4 |         21 |
|131 |   Васильев |               4 |         21 |
|132 |    Соколов |               4 |         21 |
|133 |   Васильев |               3 |         21 |
|134 |    Соколов |               3 |         21 |
|135 |    Соколов |               3 |         21 |
|136 |   Кузнецов |               3 |         21 |
|137 |    Смирнов |               3 |         21 |
|138 |   Михайлов |               3 |         21 |
|139 |    Смирнов |               3 |         21 |
|140 |   Кузнецов |               3 |         21 |
|141 |      Попов |               3 |         21 |
|142 |     Петров |               3 |         21 |
|143 |   Васильев |               3 |         21 |
|144 |     Иванов |               3 |         21 |
|145 |    Смирнов |               3 |         21 |
|146 |    Смирнов |               3 |         21 |
|147 |   Михайлов |               3 |         21 |
|148 |    Соколов |               3 |         21 |
|149 |     Петров |               3 |         21 |
|150 |   Кузнецов |               3 |         21 |
|151 |    Соколов |               3 |         21 |
|152 |     Иванов |               3 |         21 |
|153 |     Иванов |               3 |         21 |
|154 |      Попов |               3 |         21 |
|155 |     Иванов |               3 |         21 |
|156 |     Иванов |               3 |         21 |
|157 |   Михайлов |               3 |         21 |
|158 |    Смирнов |               3 |         21 |
|159 |    Соколов |               3 |         21 |
|160 |      Попов |               3 |         21 |
|161 |   Васильев |               3 |         21 |
|162 |      Попов |               2 |         21 |
|163 |     Иванов |               2 |         21 |
|164 |   Васильев |               2 |         21 |
|165 |   Васильев |               2 |         21 |
|166 |      Попов |               2 |         21 |
|167 |    Смирнов |               2 |         21 |
|168 |   Михайлов |               2 |         21 |
|169 |     Петров |               2 |         21 |
|170 |      Попов |               2 |         21 |
|171 |   Кузнецов |               2 |         21 |
|172 |     Иванов |               2 |         21 |
|173 |      Попов |               2 |         21 |
|174 |     Петров |               2 |         21 |
|175 |     Петров |               2 |         21 |
|176 |      Попов |               2 |         21 |
|177 |     Петров |               2 |         21 |
|178 |    Смирнов |               2 |         21 |
|179 |     Иванов |               2 |         21 |
|180 |      Попов |               2 |         21 |
|181 |     Иванов |               2 |         21 |
|182 |   Михайлов |               2 |         21 |
|183 |    Смирнов |               2 |         21 |
|184 |     Иванов |               2 |         21 |
|185 |      Попов |               2 |         21 |
|186 |     Иванов |               2 |         21 |
|187 |     Иванов |               2 |         21 |
|188 |    Соколов |               2 |         21 |
|189 |     Петров |               2 |         21 |
|190 |   Михайлов |               2 |         21 |
|191 |     Петров |               1 |         21 |
|192 |   Михайлов |               1 |         21 |
|193 |      Попов |               1 |         21 |
|194 |   Васильев |               1 |         21 |
|195 |     Петров |               1 |         21 |
|196 |    Смирнов |               1 |         21 |
|197 |      Попов |               1 |         21 |
|198 |   Васильев |               1 |         21 |
|199 |    Соколов |               1 |         21 |
|200 |     Петров |               1 |         21 |
|201 |   Васильев |               1 |         21 |
|202 |     Иванов |               1 |         21 |
|203 |     Иванов |               1 |         21 |
|204 |      Попов |               1 |         21 |
|205 |     Иванов |               1 |         21 |
|206 |   Кузнецов |               1 |         21 |
|207 |     Иванов |               1 |         21 |
|208 |    Соколов |               1 |         21 |
|209 |   Кузнецов |               1 |         21 |
|210 |   Васильев |               1 |         21 |
|211 |    Смирнов |               1 |         21 |
|212 |   Васильев |               1 |         21 |
|213 |   Михайлов |               1 |         21 |
|214 |   Михайлов |               1 |         21 |
|215 |   Васильев |               1 |         21 |
|216 |   Михайлов |               6 |         20 |
|217 |    Соколов |               6 |         20 |
|218 |     Петров |               6 |         20 |
|219 |    Смирнов |               6 |         20 |
|220 |      Попов |               6 |         20 |
|221 |      Попов |               6 |         20 |
|222 |   Кузнецов |               6 |         20 |
|223 |   Васильев |               6 |         20 |
|224 |   Михайлов |               6 |         20 |
|225 |     Иванов |               6 |         20 |
|226 |   Михайлов |               6 |         20 |
|227 |    Смирнов |               6 |         20 |
|228 |     Иванов |               6 |         20 |
|229 |    Соколов |               6 |         20 |
|230 |      Попов |               6 |         20 |
|231 |    Соколов |               6 |         20 |
|232 |     Иванов |               6 |         20 |
|233 |   Васильев |               6 |         20 |
|234 |    Соколов |               6 |         20 |
|235 |   Кузнецов |               6 |         20 |
|236 |   Кузнецов |               6 |         20 |
|237 |    Смирнов |               6 |         20 |
|238 |     Иванов |               5 |         20 |
|239 |     Петров |               5 |         20 |
|240 |      Попов |               5 |         20 |
|241 |   Кузнецов |               5 |         20 |
|242 |    Соколов |               5 |         20 |
|243 |      Попов |               5 |         20 |
|244 |   Михайлов |               5 |         20 |
|245 |    Смирнов |               5 |         20 |
|246 |    Соколов |               5 |         20 |
|247 |     Иванов |               5 |         20 |
|248 |     Петров |               5 |         20 |
|249 |   Кузнецов |               5 |         20 |
|250 |     Иванов |               5 |         20 |
|251 |   Васильев |               5 |         20 |
|252 |   Михайлов |               5 |         20 |
|253 |    Соколов |               5 |         20 |
|254 |   Михайлов |               5 |         20 |
|255 |    Соколов |               5 |         20 |
|256 |     Петров |               5 |         20 |
|257 |   Васильев |               5 |         20 |
|258 |     Иванов |               5 |         20 |
|259 |   Кузнецов |               4 |         20 |
|260 |   Кузнецов |               4 |         20 |
|261 |   Васильев |               4 |         20 |
|262 |   Кузнецов |               4 |         20 |
|263 |    Соколов |               4 |         20 |
|264 |   Васильев |               4 |         20 |
|265 |     Петров |               4 |         20 |
|266 |    Смирнов |               4 |         20 |
|267 |     Иванов |               4 |         20 |
|268 |   Кузнецов |               4 |         20 |
|269 |   Кузнецов |               4 |         20 |
|270 |   Васильев |               4 |         20 |
|271 |   Кузнецов |               4 |         20 |
|272 |    Соколов |               4 |         20 |
|273 |    Смирнов |               4 |         20 |
|274 |    Соколов |               4 |         20 |
|275 |     Иванов |               4 |         20 |
|276 |     Петров |               4 |         20 |
|277 |   Кузнецов |               4 |         20 |
|278 |     Петров |               4 |         20 |
|279 |   Васильев |               4 |         20 |
|280 |   Васильев |               4 |         20 |
|281 |    Смирнов |               3 |         20 |
|282 |    Соколов |               3 |         20 |
|283 |     Иванов |               3 |         20 |
|284 |     Иванов |               3 |         20 |
|285 |    Соколов |               3 |         20 |
|286 |     Иванов |               3 |         20 |
|287 |      Попов |               3 |         20 |
|288 |   Кузнецов |               3 |         20 |
|289 |    Смирнов |               3 |         20 |
|290 |   Васильев |               3 |         20 |
|291 |    Соколов |               3 |         20 |
|292 |      Попов |               3 |         20 |
|293 |     Петров |               3 |         20 |
|294 |     Петров |               3 |         20 |
|295 |    Смирнов |               3 |         20 |
|296 |     Петров |               3 |         20 |
|297 |    Соколов |               3 |         20 |
|298 |      Попов |               3 |         20 |
|299 |     Петров |               3 |         20 |
|300 |   Михайлов |               3 |         20 |
|301 |     Иванов |               3 |         20 |
|302 |   Кузнецов |               3 |         20 |
|303 |    Смирнов |               3 |         20 |
|304 |   Михайлов |               3 |         20 |
|305 |   Васильев |               3 |         20 |
|306 |   Михайлов |               3 |         20 |
|307 |   Васильев |               3 |         20 |
|308 |    Соколов |               3 |         20 |
|309 |   Михайлов |               3 |         20 |
|310 |   Кузнецов |               3 |         20 |
|311 |    Соколов |               2 |         20 |
|312 |     Петров |               2 |         20 |
|313 |    Смирнов |               2 |         20 |
|314 |    Смирнов |               2 |         20 |
|315 |     Петров |               2 |         20 |
|316 |   Васильев |               2 |         20 |
|317 |   Васильев |               2 |         20 |
|318 |     Петров |               2 |         20 |
|319 |   Кузнецов |               2 |         20 |
|320 |     Петров |               2 |         20 |
|321 |   Кузнецов |               2 |         20 |
|322 |    Смирнов |               2 |         20 |
|323 |   Михайлов |               2 |         20 |
|324 |    Соколов |               2 |         20 |
|325 |     Иванов |               2 |         20 |
|326 |      Попов |               2 |         20 |
|327 |      Попов |               2 |         20 |
|328 |     Иванов |               2 |         20 |
|329 |   Михайлов |               2 |         20 |
|330 |    Соколов |               2 |         20 |
|331 |    Соколов |               2 |         20 |
|332 |     Петров |               2 |         20 |
|333 |     Петров |               2 |         20 |
|334 |    Смирнов |               2 |         20 |
|335 |   Васильев |               1 |         20 |
|336 |    Соколов |               1 |         20 |
|337 |    Смирнов |               1 |         20 |
|338 |     Иванов |               1 |         20 |
|339 |   Васильев |               1 |         20 |
|340 |    Смирнов |               1 |         20 |
|341 |   Михайлов |               1 |         20 |
|342 |   Кузнецов |               1 |         20 |
|343 |   Васильев |               1 |         20 |
|344 |   Васильев |               1 |         20 |
|345 |     Иванов |               1 |         20 |
|346 |    Смирнов |               1 |         20 |
|347 |   Васильев |               1 |         20 |
|348 |   Васильев |               1 |         20 |
|349 |      Попов |               1 |         20 |
|350 |     Петров |               1 |         20 |
|351 |    Соколов |               1 |         20 |
|352 |     Петров |               1 |         20 |
|353 |     Петров |               1 |         20 |
|354 |     Иванов |               1 |         20 |
|355 |      Попов |               6 |         19 |
|356 |   Васильев |               6 |         19 |
|357 |      Попов |               6 |         19 |
|358 |    Соколов |               6 |         19 |
|359 |   Кузнецов |               6 |         19 |
|360 |     Петров |               6 |         19 |
|361 |     Иванов |               6 |         19 |
|362 |      Попов |               6 |         19 |
|363 |     Иванов |               6 |         19 |
|364 |   Васильев |               6 |         19 |
|365 |   Васильев |               6 |         19 |
|366 |   Кузнецов |               6 |         19 |
|367 |   Васильев |               6 |         19 |
|368 |   Михайлов |               6 |         19 |
|369 |     Иванов |               6 |         19 |
|370 |   Михайлов |               6 |         19 |
|371 |    Смирнов |               6 |         19 |
|372 |     Иванов |               6 |         19 |
|373 |     Иванов |               6 |         19 |
|374 |   Кузнецов |               5 |         19 |
|375 |   Михайлов |               5 |         19 |
|376 |     Иванов |               5 |         19 |
|377 |    Соколов |               5 |         19 |
|378 |    Смирнов |               5 |         19 |
|379 |      Попов |               5 |         19 |
|380 |   Васильев |               5 |         19 |
|381 |   Михайлов |               5 |         19 |
|382 |    Смирнов |               5 |         19 |
|383 |     Иванов |               5 |         19 |
|384 |     Петров |               5 |         19 |
|385 |   Васильев |               5 |         19 |
|386 |    Смирнов |               5 |         19 |
|387 |      Попов |               5 |         19 |
|388 |     Иванов |               5 |         19 |
|389 |     Иванов |               5 |         19 |
|390 |    Соколов |               5 |         19 |
|391 |     Петров |               5 |         19 |
|392 |   Кузнецов |               5 |         19 |
|393 |     Иванов |               4 |         19 |
|394 |     Петров |               4 |         19 |
|395 |    Соколов |               4 |         19 |
|396 |   Кузнецов |               4 |         19 |
|397 |   Васильев |               4 |         19 |
|398 |     Иванов |               4 |         19 |
|399 |    Соколов |               4 |         19 |
|400 |   Кузнецов |               4 |         19 |
|401 |   Васильев |               4 |         19 |
|402 |    Смирнов |               4 |         19 |
|403 |      Попов |               4 |         19 |
|404 |   Васильев |               4 |         19 |
|405 |     Иванов |               4 |         19 |
|406 |      Попов |               4 |         19 |
|407 |   Михайлов |               4 |         19 |
|408 |    Соколов |               4 |         19 |
|409 |    Смирнов |               4 |         19 |
|410 |   Васильев |               4 |         19 |
|411 |    Смирнов |               4 |         19 |
|412 |   Васильев |               4 |         19 |
|413 |   Михайлов |               4 |         19 |
|414 |     Петров |               4 |         19 |
|415 |   Васильев |               4 |         19 |
|416 |   Кузнецов |               4 |         19 |
|417 |   Кузнецов |               4 |         19 |
|418 |     Петров |               4 |         19 |
|419 |    Смирнов |               3 |         19 |
|420 |     Иванов |               3 |         19 |
|421 |    Соколов |               3 |         19 |
